2,SI1_D2,554,2,22,0,1,0,0,2,0,11608,0,1,x*1,1,1,0,0,x*1,1,
2,SI1_D2,554,2,22,0,1,0,0,3,,11609,0,1,x*1,1,2,0,0,x*1,1,
3,SI2_D2,555,2,23,0,1,0,0,4,0,11608,0,1,x*1,1,1,0,0,x*1,1,
3,SI2_D2,555,2,23,0,1,0,0,5,,11609,0,1,x*1,1,2,0,0,x*1,1,
4,SI3_D2,556,2,24,0,1,0,0,6,0,11608,0,1,x*1,1,1,0,0,x*1,1,
4,SI3_D2,556,2,24,0,1,0,0,7,,11609,0,1,x*1,1,2,0,0,x*1,1,
5,SI4_D2,557,2,25,0,1,0,0,8,0,11608,0,1,x*1,1,1,0,0,x*1,1,
5,SI4_D2,557,2,25,0,1,0,0,9,,11609,0,1,x*1,1,2,0,0,x*1,1,
6,SI5_D2,558,2,26,0,1,0,0,10,0,11608,0,1,x*1,1,1,0,0,x*1,1,
6,SI5_D2,558,2,26,0,1,0,0,11,,11609,0,1,x*1,1,2,0,0,x*1,1,
7,SI6_D2,559,2,27,0,1,0,0,12,0,11608,0,1,x*1,1,1,0,0,x*1,1,
7,SI6_D2,559,2,27,0,1,0,0,13,,11609,0,1,x*1,1,2,0,0,x*1,1,
8,SI8_D2,561,2,28,0,8,0,0,14,0xFF,84157,0,1,x*1,1,1,0,0,x*1,1,
8,SI8_D2,561,2,28,0,8,0,0,15,,0,0,1,x*1,1,2,0,0,x*1,1,
9,SI9_D2,562,2,29,0,8,0,0,16,0xFF,84157,0,1,x*1,1,1,0,0,x*1,1,
9,SI9_D2,562,2,29,0,8,0,0,17,,0,0,1,x*1,1,2,0,0,x*1,1,
10,FC1,53014,2,15,0,16,0,0,18,0,6,0,1,x*1,1,1,0,0,x*1,1,
10,FC1,53014,2,15,0,16,0,0,19,,5,0,1,x*1,1,2,0,0,x*1,1,
11,FC3,53015,2,16,0,16,0,0,20,,0,0,1,x*1,1,1,0,0,x*1,1,
12,FC4,53016,2,17,0,16,0,0,21,,0,0,1,x*1,1,1,0,0,x*1,1,
252651,,0,50,3,0,64,0,0,367703,0x01,0,0,1,x*1,1,0,0,0,x*1,1,
252652,IMMO_PIN_CODE,6252,2,8,0,64,0,0,367704,,0,0,0,x*1,0,1,0,0,x*1,1,
252653,,0,50,3,0,48,0,0,367705,0x02,0,0,1,x*1,1,0,0,0,x*1,1,
252654,IMMO_SECURITY_CODE,6253,2,8,0,48,0,0,367706,,0,0,0,x*1,0,1,0,0,x*1,1,
252655,,0,50,3,0,8,0,0,367707,0x03,0,0,1,x*1,1,0,0,0,x*1,1,
252656,SECURITY_ACCESS_COUNTER,6254,2,8,0,8,0,0,367708,,0,0,0,x*1,0,1,0,0,x*1,1,
252657,,0,50,3,0,8,0,0,367709,0x04,0,0,1,x*1,1,0,0,0,x*1,1,
252658,Immo comm_tries,27031,2,8,0,8,0,0,367710,,0,0,0,x*1,0,1,0,0,x*1,1,
252659,,0,50,3,0,8,0,0,367711,0x05,0,0,1,x*1,1,0,0,0,x*1,1,
252660,Immo comm_tries,27049,2,8,0,8,0,0,367712,,0,0,0,x*1,0,1,0,0,x*1,1,
252661,,0,50,3,0,8,0,0,367713,0xA0,0,0,1,x*1,1,0,0,0,x*1,1,
252662,CS_EFR,6255,2,8,0,8,0,0,367714,,0,0,0,x*1,0,1,0,0,x*1,1,
252663,ECU identification,5838,50,3,0,120,0,0,367715,0xF0,5838,0,1,x*1,1,0,0,0,x*1,1,
252664,ECU Complete Part Number,6452,53,8,0,64,0,0,367716,,0,0,177,x,0,1,27029,0,x,177,
252665,ECU Diagnostic Software number,4117,53,8,64,56,0,0,367717,,0,0,177,x,0,1,0,0,x,177,
252666,,0,50,3,0,64,0,0,367718,0xF2,0,0,1,x*1,1,0,0,0,x*1,1,
252667,SOFTWARE,6248,2,8,0,64,0,0,367719,,0,0,0,x*1,0,1,0,0,x*1,1,
252668,,0,50,3,0,16,0,0,367720,0xF4,0,0,1,x*1,1,0,0,0,x*1,1,
252669,CAN frame period for request messages,4118,2,8,0,16,0,0,367721,,0,0,0,x*1,0,1,0,0,x/20,296,
252670,CAN configuration + SW part no.,0,50,3,0,160,0,0,367722,0xF5,0,0,1,x*1,1,0,0,0,x*1,1,
252671,CAN Config Part Number,4118,53,8,0,64,0,0,367723,,0,0,177,x,0,1,0,0,x*1,1,
252672,Flash Sector Start Address,25030,52,8,64,32,0,0,367724,,0,0,177,x,0,1,0,0,x*1,1,
252673,ECU Software Part Number,6249,53,8,96,64,0,0,367725,,0,0,0,x*1,0,1,0,0,x*1,1,
252674,,0,50,3,0,96,0,0,367726,0xF8,0,0,1,x*1,1,0,0,0,x*1,1,
252675,ECU serial number,7237,52,8,0,96,0,0,367727,,0,0,0,x*1,0,1,0,0,x,177,
252676,Injector #1,0,50,5,0,8,0,0,367728,0x0001,0,0,1,x*1,1,0,0,0,x*1,1,
252677,Injector #1,5350,2,8,0,8,0,0,367729,0b00000000,4114,0,200,x&0b00000001,1,1,4114,0,x&0b00000001,200,
252677,Injector #1,5350,2,8,0,8,0,0,367730,0b00000001,4113,0,200,x&0b00000001,1,2,4113,0,x&0b00000001,200,
252678,Injector #2,0,50,5,0,8,0,0,367731,0x0002,0,0,1,x*1,1,0,0,0,x*1,1,
252679,Injector #2,5352,2,8,0,8,0,0,367732,0b00000000,0,0,0,x*1,1,1,4114,0,x&0b00000001,200,
252679,Injector #2,5352,2,8,0,8,0,0,367733,0b00000001,0,0,0,x*1,1,2,4113,0,x&0b00000001,200,
252680,Injector #3,0,50,5,0,8,0,0,367734,0x0003,0,0,1,x*1,1,0,0,0,x*1,1,
252681,Injector #3,5355,2,8,0,8,0,0,367735,0b00000000,0,0,0,x*1,1,1,4114,0,x&0b00000001,200,
252681,Injector #3,5355,2,8,0,8,0,0,367736,0b00000001,0,0,0,x*1,1,2,4113,0,x&0b00000001,200,
252682,Injector #4,0,50,5,0,8,0,0,367737,0x0004,0,0,1,x*1,1,0,0,0,x*1,1,
252683,Injector #4,5357,2,8,0,8,0,0,367738,0b00000000,0,0,0,x*1,1,1,4114,0,x&0b00000001,200,
252683,Injector #4,5357,2,8,0,8,0,0,367739,0b00000001,0,0,0,x*1,1,2,4113,0,x&0b00000001,200,
252684,Injector #5,0,50,5,0,8,0,0,367740,0x0005,0,0,1,x*1,1,0,0,0,x*1,1,
252685,Injector #5,5359,2,8,0,8,0,0,367741,0b00000000,0,0,0,x*1,1,1,4114,0,x&0b00000001,200,
252685,Injector #5,5359,2,8,0,8,0,0,367742,0b00000001,0,0,0,x*1,1,2,4113,0,x&0b00000001,200,
252686,Injector #6,0,50,5,0,8,0,0,367743,0x0006,0,0,1,x*1,1,0,0,0,x*1,1,
252687,Injector #6,24810,2,8,0,16,0,0,367744,0b00000000,0,0,0,x*1,1,1,4114,0,x&0b00000001,200,
252687,Injector #6,24810,2,8,0,16,0,0,367745,0b00000001,0,0,0,x*1,1,2,4113,0,x&0b00000001,200,
252688,Ignition cyl #1,0,50,5,0,8,0,0,367746,0x0011,0,0,1,x*1,1,0,0,0,x*1,1,
252689,Ignition cyl #1,5367,2,8,0,8,0,0,367747,,0,0,0,x*1,0,1,4113,0,x*1,1,
252690,Ignition cyl #2,0,50,5,0,8,0,0,367748,0x0012,0,0,1,x*1,1,0,0,0,x*1,1,
252691,Ignition cyl #2,5369,2,8,0,8,0,0,367749,,0,0,0,x*1,0,1,4113,0,x*1,1,
252692,Ignition cyl #3,0,50,5,0,8,0,0,367750,0x0013,0,0,1,x*1,1,0,0,0,x*1,1,
252693,Ignition cyl #3,5372,2,8,0,8,0,0,367751,,0,0,0,x*1,0,1,4113,0,x*1,1,
252694,Ignition cyl #4,0,50,5,0,8,0,0,367752,0x0014,0,0,1,x*1,1,0,0,0,x*1,1,
252695,Ignition cyl #4,5375,2,8,0,8,0,0,367753,,0,0,0,x*1,0,1,4113,0,x*1,1,
252696,Ignition cyl #5,0,50,5,0,8,0,0,367754,0x0015,0,0,1,x*1,1,0,0,0,x*1,1,
252697,Ignition cyl #5,5377,2,8,0,8,0,0,367755,,0,0,0,x*1,0,1,4113,0,x*1,1,
252698,Ignition cyl #6,0,50,5,0,8,0,0,367756,0x0016,0,0,1,x*1,1,0,0,0,x*1,1,
252699,Ignition cyl #6,5379,2,8,0,8,0,0,367757,,0,0,0,x*1,0,1,4113,0,x*1,1,
252700,A/C relay,0,50,5,0,8,0,0,367758,0x0021,0,0,1,x*1,1,0,0,0,x*1,1,
252701,A/C relay,5385,2,8,0,8,0,0,367759,0b00000000,0,0,0,x*1,1,1,4114,0,x&0b00000001,200,
252701,A/C relay,5385,2,8,0,8,0,0,367760,0b00000001,0,0,0,x*1,1,2,4113,0,x&0b00000001,200,
252702,Coolant temperature output,0,50,5,0,8,0,0,367761,0x0022,0,0,1,x*1,1,0,0,0,x*1,1,
252703,Coolant temperature output,5387,2,8,0,8,0,0,367762,,0,0,0,x*1,0,1,0,0,x*1,1,
252704,Cruise control signal lamp,0,50,5,0,8,0,0,367763,0x0023,0,0,1,x*1,1,0,0,0,x*1,1,
252705,Cruise control signal lamp,5390,2,8,0,8,0,0,367764,0b00000000,0,0,0,x*1,1,1,4114,0,x&0b00000001,200,
252705,Cruise control signal lamp,5390,2,8,0,8,0,0,367765,0b00000001,0,0,0,x*1,1,2,4113,0,x&0b00000001,200,
252706,Econometer signal output,0,50,5,0,8,0,0,367766,0x0024,0,0,1,x*1,1,0,0,0,x*1,1,
252707,Econometer signal output,5392,2,8,0,8,0,0,367767,,0,0,0,x*1,0,1,0,0,x*1,1,
252708,Engine cooling fan 1/2 speed,0,50,5,0,8,0,0,367768,0x0025,0,0,1,x*1,1,0,0,0,x*1,1,
252709,Engine cooling fan 1/2 speed,5395,2,8,0,8,0,0,367769,0b00000000,0,0,0,x*1,1,1,4114,0,x&0b00000001,200,
